--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.server.midi.MidiService.-$$Nest$maddPackageDeviceServers(MidiService.java:0)
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.server.midi.MidiService$1.onPackageModified(MidiService.java:200)
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.internal.content.PackageMonitor.doHandlePackageEvent(PackageMonitor.java:543)
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.internal.content.PackageMonitor.lambda$postHandlePackageEvent$0(PackageMonitor.java:449)
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.internal.content.PackageMonitor.$r8$lambda$bSKEInwdT6Kd7GAyzMZPsXTTqeQ(PackageMonitor.java:0)
03-04 15:02:20.405  1678  1896 E MidiService: 	at com.android.internal.content.PackageMonitor$$ExternalSyntheticLambda0.run(D8$$SyntheticClass:0)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.Handler.handleCallback(Handler.java:1095)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.Handler.dispatchMessageImpl(Handler.java:135)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.Handler.dispatchMessage(Handler.java:125)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.Looper.loopOnce(Looper.java:297)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.Looper.loop(Looper.java:400)
03-04 15:02:20.405  1678  1896 E MidiService: 	at android.os.HandlerThread.run(HandlerThread.java:139)
03-04 15:02:20.407  1678  1894 I AppWidgetServiceImpl: getInstalledProvidersForProfiles() 0
03-04 15:02:20.407  1678  1894 I AppWidgetServiceImpl: getInstalledProvidersForProfiles() 0
03-04 15:02:20.407  3818 19383 I Icing   : Usage reports ok 4, Failed Usage reports 0, indexed 0, rejected 0
03-04 15:02:20.408  3818 19383 E Icing   : Could not get app info for com.google.android.libraries.internal.sampleads_20009: android.content.pm.PackageManager$NameNotFoundException: com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.408  3818 17955 E IcingInternalCorpora: Could not get app info for com.google.android.libraries.internal.sampleads_20009: android.content.pm.PackageManager$NameNotFoundException: com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.408  3818 19383 I Icing   : doRemovePackageData com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.408  3818 19383 E Icing   : Could not get app info for com.google.android.libraries.internal.sampleads_20009: android.content.pm.PackageManager$NameNotFoundException: com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.413  6607  6607 I Finsky:background: [2] aibp.C(67): Package no longer installed: com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.413  6607 19221 I Finsky:background: [159] yjx.run(17): Frosting DB delete succeeded: false
03-04 15:02:20.415  8119  8178 I eks     : Starting to build the allowlist
03-04 15:02:20.415  3021  3100 D LauncherAppsCallbackImpl: onPackageAdded triggered for packageName=com.google.android.libraries.internal.sampleads_20009, user=UserHandle{0}
03-04 15:02:20.416  4516 19070 E AiAiEcho: AppIndexer Package Not Found while checking status: [com.google.android.libraries.internal.sampleads_20009] userId:[0].
03-04 15:02:20.416  4516 19070 I AiAiEcho: AppIndexer Package:[com.google.android.libraries.internal.sampleads_20009] UserProfile:[0] Enabled:[null].
03-04 15:02:20.416  4516 19070 I AiAiEcho: AppFetcherImplV2 updateApps package:[com.google.android.libraries.internal.sampleads_20009], userId:[0], reason:[package is updated.].
03-04 15:02:20.419  1678  4955 I AppWidgetServiceImpl: getInstalledProvidersForProfiles() 0
03-04 15:02:20.422  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Settings sectionName: S
03-04 15:02:20.422  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Google TV sectionName: G
03-04 15:02:20.423  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Battery sectionName: B
03-04 15:02:20.424  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Chrome sectionName: C
03-04 15:02:20.425  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Gmail sectionName: G
03-04 15:02:20.425  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Gemini sectionName: G
03-04 15:02:20.425  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Users sectionName: U
03-04 15:02:20.425  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Photos sectionName: P
03-04 15:02:20.426  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Drive sectionName: D
03-04 15:02:20.426  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Clock sectionName: C
03-04 15:02:20.426  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Pixel Weather sectionName: P
03-04 15:02:20.428  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Contacts sectionName: C
03-04 15:02:20.428  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Calendar sectionName: C
03-04 15:02:20.428  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Maps sectionName: M
03-04 15:02:20.428  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: DevCheck sectionName: D
03-04 15:02:20.428  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: YouTube Music sectionName: Y
03-04 15:02:20.429  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: YouTube sectionName: Y
03-04 15:02:20.429  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Google sectionName: G
03-04 15:02:20.429  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Android System Intelligence sectionName: A
03-04 15:02:20.429  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: DS audio sectionName: D
03-04 15:02:20.430  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Digital Wellbeing sectionName: D
03-04 15:02:20.430  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Conversations sectionName: C
03-04 15:02:20.435  6607  6679 I Finsky:background: [58] nzt.j(185): RECEIVER_PACKAGE_MONITOR_BACKGROUND#logWorkEndAndFinishGoAsync: SUCCESS
03-04 15:02:20.438  4506  5123 I aiqb    : Invalidating 1 caches for APP_NAMES_CONTEXT_CHANGE
03-04 15:02:20.439  3818 19383 I Icing   : Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0
03-04 15:02:20.439  4506  5123 I dpwn    : Invalidation request: APP_NAMES (436126002) [CONTEXT session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.440  4506  4935 I dsej    : maybeUpdateCacheDataForAddedPackage com.google.android.play.games
03-04 15:02:20.440  4506  5126 I aiqb    : Invalidating 1 caches for APP_NAMES_CONTEXT_CHANGE
03-04 15:02:20.440  4506  5126 I dpwn    : Invalidation request: APP_NAMES (436126002) [CONTEXT session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.441  4506  5126 I dymz    : Invalidated ContextKey: APP_NAMES (436126002) for SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0.
03-04 15:02:20.441  4506  5126 I dyni    : Fetching context keys [APP_NAMES (436126002)]. SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0
03-04 15:02:20.441  4506  5126 I dyni    : Fetching ContextResult for ContextKey: LOCALE (456993644). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0
03-04 15:02:20.441  4506  5126 I dyni    : Fetching ContextResult for ContextKey: APP_NAMES (436126002). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0
03-04 15:02:20.441  4506  5126 I dpxq    : GetContext(LOCALE (456993644), SYNCHRONIZED_CACHE): Sharing from synchronized cache (status: DONE) [CONTEXT request=45 accessSessionKey="SBCP@e33b38160f432db5" accessSession="b4b230f95d514f97" session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.442  4506  5124 I dpuz    : GetContext(APP_NAMES (436126002), SYNCHRONIZED_CACHE): Fetching from provider [CONTEXT request=46 accessSessionKey="SBCP@e33b38160f432db5" accessSession="b4b230f95d514f97" session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.442  4506  5126 I dyni    : ContextResult succeeded for ContextKey: LOCALE (456993644). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0
03-04 15:02:20.442  4506  5126 I dync    : Primary Locale: en-SG and preferred locales: [en-SG], returned from Context API. SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 11; SpeakerId: 0
03-04 15:02:20.444  4506  5111 I dymz    : Invalidated ContextKey: APP_NAMES (436126002) for SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0.
03-04 15:02:20.444  4506  5111 I dyni    : Fetching context keys [APP_NAMES (436126002)]. SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0
03-04 15:02:20.444  4506  5111 I dyni    : Fetching ContextResult for ContextKey: LOCALE (456993644). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0
03-04 15:02:20.444  4506  5111 I dyni    : Fetching ContextResult for ContextKey: APP_NAMES (436126002). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0
03-04 15:02:20.445  1678  2582 D BackgroundInstallControlService: Package event received: 0
03-04 15:02:20.445  4506  4914 I dyir    : getting App Capabilities from InstalledAppsCache false
03-04 15:02:20.445  4506  5112 I dpuz    : GetContext(APP_NAMES (436126002), SYNCHRONIZED_CACHE): Fetching from provider [CONTEXT request=48 accessSessionKey="SBCP@e33b38160f432db5" accessSession="b4b230f95d514f97" session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.446  4506  5111 I dpxq    : GetContext(LOCALE (456993644), SYNCHRONIZED_CACHE): Sharing from synchronized cache (status: DONE) [CONTEXT request=47 accessSessionKey="SBCP@e33b38160f432db5" accessSession="b4b230f95d514f97" session="TNG:MA-SBCP@8687aa4932a13ab8" ]
03-04 15:02:20.446  4506  5111 I dyni    : ContextResult succeeded for ContextKey: LOCALE (456993644). SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0
03-04 15:02:20.446  4506  5111 I dync    : Primary Locale: en-SG and preferred locales: [en-SG], returned from Context API. SessionToken: TNG:MA-SBCP@8687aa4932a13ab8; RequestId: 12; SpeakerId: 0
03-04 15:02:20.447  4506  5114 I dyir    : getting App Capabilities from InstalledAppsCache false
03-04 15:02:20.444 15022 15022 I google-pcie c500000.pcie: Link down
03-04 15:02:20.450  6607  6607 E Finsky:background: [2] EngagePackageActionReceiver.c(90): EngagePackageActionReceiver failure: Package com.google.android.libraries.internal.sampleads_20009 was not found.
03-04 15:02:20.450  6607  6607 E Finsky:background: android.content.pm.PackageManager$NameNotFoundException: com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ApplicationPackageManager.getApplicationInfoAsUser(ApplicationPackageManager.java:553)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ApplicationPackageManager.getApplicationInfo(ApplicationPackageManager.java:536)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ApplicationPackageManager.getApplicationInfo(ApplicationPackageManager.java:530)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at com.google.android.finsky.appcontentservice.engage.broadcastreceiver.EngagePackageActionReceiver.c(PG:67)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at nzl.hz(PG:1)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at nzt.onReceive(PG:499)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ActivityThread.handleReceiver(ActivityThread.java:5350)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ActivityThread.-$$Nest$mhandleReceiver(ActivityThread.java:0)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2760)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.os.Handler.dispatchMessageImpl(Handler.java:142)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.os.Handler.dispatchMessage(Handler.java:125)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.os.Looper.loopOnce(Looper.java:297)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.os.Looper.loop(Looper.java:400)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at android.app.ActivityThread.main(ActivityThread.java:9454)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at java.lang.reflect.Method.invoke(Native Method)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:566)
03-04 15:02:20.450  6607  6607 E Finsky:background: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:931)
03-04 15:02:20.450  6607  6685 I Finsky:background: [63] nzt.j(185): RECEIVER_ENGAGE_PACKAGE_CHANGED#logWorkEndAndFinishGoAsync: SKIPPED_PRECONDITIONS_UNMET
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.gms is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.deskclock is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.wellbeing is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.messaging is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.maps is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.dialer is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.recorder is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.dev is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.canary is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.whatsapp is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package jp.naver.line.android is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package org.thoughtcrime.securesms is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.youtube.music is not in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.youtube is not in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.android.chrome is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.facebook.mlite is not in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.kakao.talk is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.instagram.android is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.autofill.testapps.autofillapp is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.translate.testapps.chatapp is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.startup.StartUpActivity is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.RoomsActivity is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.PeopleActivity is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ConversationListActivityGmail is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ComposeActivityGmail is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.youtube.music/com.google.android.apps.youtube.music.activities.MusicActivity is in the allowlist
03-04 15:02:20.461  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.youtube/com.google.android.apps.youtube.app.watchwhile.WatchWhileActivity is in the allowlist
03-04 15:02:20.465  3818 19383 I Icing   : Indexing com.google.android.gms-apps from com.google.android.gms
03-04 15:02:20.466  3021  3100 D AlphabeticIndexCompat: computeSectionName: cs: Play Games sectionName: P
03-04 15:02:20.466  3021  3021 D AllAppsStore: setApps: apps.length=47
03-04 15:02:20.466  3021  3021 D AllAppsStore: notifyUpdate: notifying listeners
03-04 15:02:20.467  3021  3021 D ActivityAllAppsContainerView: onAppsUpdated; number of apps: 47
03-04 15:02:20.467  3021  3021 D ActivityAllAppsContainerView: rebindAdapters: force: false
03-04 15:02:20.467  3021  3021 D ActivityAllAppsContainerView: rebindAdapters: Not needed.
03-04 15:02:20.467  3021  3021 D StatsLog: LAUNCHER_ALLAPPS_COUNT
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Clearing FastScrollerSections.
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Adding apps with sections. HasPrivateApps: false
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: A with appInfoTitle: Arena of Valor
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: B with appInfoTitle: Better Bug
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: C with appInfoTitle: Calculator
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: D with appInfoTitle: DevCheck
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: F with appInfoTitle: Feedback
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: G with appInfoTitle: Gemini
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: M with appInfoTitle: Maps
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: N with appInfoTitle: Now Playing
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: P with appInfoTitle: Passwords
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: Q with appInfoTitle: QFP Calibration
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: R with appInfoTitle: Rainbow Six Mobile
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: S with appInfoTitle: Safety
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: T with appInfoTitle: TrivialKart
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: W with appInfoTitle: Weather
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: Y with appInfoTitle: YouTube
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Adding FastScrollSection duplicate to scroll to the bottom.
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Clearing FastScrollerSections.
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Adding apps with sections. HasPrivateApps: false
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: A with appInfoTitle: Arena of Valor
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: B with appInfoTitle: Better Bug
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: C with appInfoTitle: Calculator
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: D with appInfoTitle: DevCheck
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: F with appInfoTitle: Feedback
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: G with appInfoTitle: Gemini
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: M with appInfoTitle: Maps
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: N with appInfoTitle: Now Playing
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: P with appInfoTitle: Passwords
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: Q with appInfoTitle: QFP Calibration
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: R with appInfoTitle: Rainbow Six Mobile
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: S with appInfoTitle: Safety
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: T with appInfoTitle: TrivialKart
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: W with appInfoTitle: Weather
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: addAppsWithSections: adding sectionName: Y with appInfoTitle: YouTube
03-04 15:02:20.467  3021  3021 D AlphabeticalAppsList: Adding FastScrollSection duplicate to scroll to the bottom.
03-04 15:02:20.467  3021  3021 D AllAppsStore: setApps: apps.length=47
03-04 15:02:20.467  3021  3021 D AllAppsStore: notifyUpdate: notifying listeners
03-04 15:02:20.468  1678  4955 I AppWidgetServiceImpl: getAppWidgetInfo() 0
03-04 15:02:20.468  3021  3100 D ModelWriter: removing items from db []. Reason: [removed because the corresponding package is removed. removedPackages=[com.google.android.libraries.internal.sampleads_20009]]
03-04 15:02:20.469  1678  4955 I AppWidgetServiceImpl: getAppWidgetInfo() 0
03-04 15:02:20.470  1678  4955 I AppWidgetServiceImpl: getAppWidgetInfo() 0
03-04 15:02:20.472  1678  2892 I AppWidgetServiceImpl: getAppWidgetInfo() 0
03-04 15:02:20.475  4506  5235 I dsej    : maybeUpdateCacheDataForAddedPackage com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.477  4506  5235 W dsej    : Unable to updateChangedPackage com.google.android.libraries.internal.sampleads_20009
03-04 15:02:20.480  8119  8178 I eks     : Potential packages: 14, blocklist size: 6106, allowlist size: 7, latency: PT0.019S
03-04 15:02:20.484  8119  8119 I eem     : Starting work type: HANDLE_PACKAGES_CHANGED using foreground service, isShort: false
03-04 15:02:20.485  1678  2892 I ActivityManager: Background started FGS: Allowed [callingPackage: com.google.android.odad; callingUid: 10204; uidState: IMPF; uidBFSL: n/a; intent: Intent { xflg=0x4 cmp=com.google.android.odad/com.google.android.apps.miphone.odad.backgroundwork.impl.WorkService (has extras) }; code:BACKGROUND_ACTIVITY_PERMISSION; tempAllowListReason:<null>; allowWiu:58; targetSdkVersion:36; callerTargetSdkVersion:36; startForegroundCount:0; bindFromPackage:null: isBindService:false]
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.pixel.relationships is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.googlequicksearchbox is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.search.assistant.verticals.ambient.standalone is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.gms is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.deskclock is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.wellbeing is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.messaging is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.maps is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.dialer is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.recorder is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.dev is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.inputmethod.latin.canary is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.whatsapp is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package jp.naver.line.android is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package org.thoughtcrime.securesms is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.youtube.music is not in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.youtube is not in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.android.chrome is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.facebook.mlite is not in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.kakao.talk is in the allowlist
03-04 15:02:20.486  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.instagram.android is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.autofill.testapps.autofillapp is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested package com.google.android.apps.miphone.aiai.translate.testapps.chatapp is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.startup.StartUpActivity is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.RoomsActivity is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.apps.dynamite/com.google.android.apps.dynamite.features.hub.navigation.PeopleActivity is in the allowlist
03-04 15:02:20.487  4516  5431 I AiAiVC  : Centralized allowlist: requested component com.google.android.gm/com.google.android.gm.ConversationListActivityGmail is in the allowlist
